bank_statement_id,payment_id,amount,time
47b885fa-78d8-4dd6-890a-886c36442939,638c254c-076e-4bba-bc53-08bf6f92f25e,6580152.523963696,2026-05-08 10:04:38
40944f95-2f51-4ca6-ae4f-f4a419cb84c8,20ac3703-eb67-446a-b7a6-e17cd72b6108,6477101.074995171,2026-08-29 07:57:50
1c8d23b4-4dea-4200-9593-83cf5d13a906,157d94a1-06f0-48ff-a9ba-5a27907bfe36,7654480.030229518,2026-03-19 14:33:18
8d40aeb2-aed6-40cc-837f-5347ab402561,53cd6268-610c-4373-8299-9aa40cdf742b,6291091.224955338,2026-05-18 04:29:53
cf5e7840-bdc5-41bb-9c4e-3b0054ca4adc,6bebac31-d4f8-4d72-b382-1cfdc083b73a,321241.7567053211,2026-08-07 11:30:16
87638104-96c2-4045-875f-fb36be30cae9,59970043-f3b1-425b-bff9-f5850d557b61,660198.8049499705,2026-01-24 13:34:26
46a47588-a676-4ce1-bcfe-18e95f20ac06,d6d7b3b8-3309-4d35-bf4d-f561f319c125,2062922.6660474846,2026-07-18 15:58:18
9a11ddf4-be1a-45c9-a12a-c11c21677dca,bf780e3f-f6b7-41f7-9b74-92459b1bc895,2716577.6566425688,2026-08-08 16:33:14
e9846baa-f7e4-4c8c-9628-e4290a81870a,edcb8cb6-0692-4c63-9424-aed51bac5c15,6185590.6555258725,2026-07-22 01:01:39
b46499f4-3163-4274-b0c0-41a9d141b9e4,13748146-32c5-4d89-b70b-3420f1043785,3952431.6767780855,2026-04-09 01:09:57
f11afc00-132b-4f36-9940-4d24eced9c30,d9acd158-4d34-45c5-85c1-4eb4b27b3d90,9299357.672804218,2026-07-09 07:18:53
b9b094ac-4d2d-4efd-97c8-294c9e7776ae,a9597663-6daa-4e68-8861-fe1858e25888,2989643.200961653,2026-07-31 19:48:01
88973a4a-33b6-46dc-82d0-1c42fd595978,7d7ddbed-d284-476c-ab88-f83dd97dc9cd,7503237.877500636,2026-06-16 20:49:49
6b0ffa79-3113-413a-a0b9-98300b373468,859131d2-bbda-4242-ad17-4fc96f7c15ea,8936660.08,2026-07-30 20:05:46
5db2f6ce-e519-4530-98eb-3e59f9a1de3f,3e6dd58b-7367-428d-a1b2-94de4767d76c,6208119.373962666,2026-08-23 05:27:37
e92d6961-1e0f-429b-b7a2-ab33a13ecf15,533420e6-d9d8-4b8d-be8a-dee70758e201,4244550.203463632,2026-07-07 11:10:47
861550f6-6b43-4b40-bb9a-21c41155581f,b380c73a-989d-4d4a-a15c-a6664797b2c9,8534645.687747438,2026-08-29 16:11:44
99622263-2abc-42b1-8599-97f6ca77736e,680bac63-b856-4035-bdc9-829015eabb27,7805256.75937674,2026-07-19 22:21:07
4a26eb59-2101-4598-b7ad-3965b25b56dc,17d2582e-046a-4df5-8afd-a61372bb912d,4032065.966164937,2026-08-03 07:05:25
cb5d2aff-0f90-47d5-90f0-d47cf4af8005,79279973-5e78-4fd7-94e0-d3baa9f948b2,9061323.08,2026-05-20 22:14:53
7eba0464-65c2-47c0-9085-449dbd9f82d7,455ac762-7428-4656-b3ee-4d3b5a104129,3169407.64926699,2026-06-02 21:22:15
1332406f-f8b6-4dee-8373-edf3dec91438,f36cb62b-892e-4161-be2d-740a1e9b23bc,3524741.64,2026-08-15 00:49:04
6257ae9c-8260-4132-802f-b24f70100d7e,fa02eaec-96ef-4ad6-b97e-670346c8adfe,1640148.8843316326,2026-05-26 07:41:59
9b72a9fe-669e-498d-a3e7-3896c784ef4b,2defe193-5c62-43a2-ba3c-563e4bd6cee6,2091294.5233705589,2026-08-05 07:08:22
28f5f5c2-00eb-4725-af1e-f8dc34f902b7,8da8eee4-0df5-4ac6-b96b-648a0ba6eab9,8070729.97,2026-08-03 02:15:50
0244bc44-b25c-4b50-9794-b38937c23f27,48ca7651-92f5-4f7b-8323-d342df6a8f93,3051135.9794789306,2026-07-13 08:38:44
b877e049-b52f-4e0d-80fa-33637497c7d9,7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,8017060.2251297,2026-07-14 23:07:57
3867f62d-da3b-4e8e-8dac-49f64242fc5c,0db95301-afbb-411a-a123-5a8c93b7a886,4957798.973956228,2026-03-09 09:49:42
1e7d8f7b-8d59-434d-84bd-604fb5502e2b,8edddfcd-1e52-4770-bf89-7142fe716b14,3725946.197175324,2026-08-17 23:12:31
3cfbc642-8897-4497-8bad-4234395370c0,715629ee-e893-4e3d-b354-ea6f61607459,7030694.734864539,2026-08-23 04:21:51
f129ed2f-25ec-47e4-a3bd-d4d60a01d8b6,9c10c572-0f6b-40d0-9efb-a58b9191b363,2556594.08,2026-09-02 09:21:21
df96048a-453b-47f5-a20a-69d3ed601f49,14c8b3b4-a911-4192-83bf-d9313605bf54,621472.71,2026-04-05 21:48:05
fd523fad-3fbe-4e33-bae2-d4a8a4752fa7,b07aa066-7354-45ea-a894-9b8d00af5b3a,3785475.877150387,2026-05-20 02:44:52
a60da1aa-005b-4f73-9dbe-4a3c88db3692,dc0f2fcf-b3f6-4e0d-8860-3b32b4fb0eb9,4346234.323496281,2026-09-02 16:20:32
5e7e00e5-f8e3-41ea-9aeb-bc3ea1f78157,ef04e57d-cdcc-433a-a943-4aa096fc734d,3675193.35,2026-08-08 06:54:41
e24cee91-b499-4393-b249-1816154f9eb4,246998e8-d39e-498b-8400-7d5ae88da719,1263632.1,2026-09-02 18:02:36
688928ad-2234-4eac-b8da-35594398018f,ebd34616-91b7-4d8e-9301-6989bfbbb17f,5050736.515857996,2026-06-10 18:43:10
5b00f1a0-d2ed-4196-82aa-1c76d0e04655,40181c6e-9a8c-4a3c-9283-aac7bc0a6a5d,9549987.401725357,2026-08-29 03:37:28
2d3e854b-4799-404b-b719-25aebb0084fa,c3c75611-ffe3-4a49-854f-92fff366bad4,655692.5974100125,2026-05-05 16:15:51
b0285484-beea-44d3-b8fc-75131b3fd4b0,f8140102-7de1-4dfe-9072-5b5ca2814044,5443031.56,2026-06-29 16:13:11
deba0297-41e1-4f65-a761-0e80f216880d,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,4757407.276631744,2026-08-04 13:36:13
34c6d620-8d06-43e2-9ab6-2311a261d918,0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,5363124.250365896,2026-08-04 17:07:10
343402ef-44cf-46ba-9302-e6e2387bccda,dd6ac7b8-6778-443b-85c5-b37af85e06a1,8852332.536686867,2026-08-16 09:32:30
c0bde748-dbb4-44a3-8ec7-9642a13a9da2,84b871bb-3005-48d2-8de0-51a669ca97d2,7201607.918061909,2026-06-16 04:20:59
bad4f3e0-3b52-4525-b230-b85b27d81ea0,218a1536-8c99-4894-845d-cc38341c6494,8036871.870135119,2026-05-30 06:25:50
7aa03208-e6f4-4dcf-a5f9-3ab95e5f310c,9bdf0377-a149-43c2-b920-264c0763fcd0,5110722.14335608,2026-08-18 17:28:09
2f5dff13-759a-4725-ae77-abe37ef74fdb,17dc8eff-6872-43f9-8d60-593603802b70,1881900.2711401323,2026-08-03 10:35:53
f17fb786-7d92-4cc0-91d5-1b0630591fbc,d50755d9-a5d0-4d53-9e12-42e3f27292b6,4773179.851542557,2026-08-07 12:56:12
4f66a914-0563-4b30-8834-0d51a5c6c5ae,d5b077e0-6a5d-432b-85ff-2c83b495db4e,1867399.41,2026-08-05 22:46:59
64ea1dd3-d147-40bf-ad7f-fe23e29ff19c,ebff8d15-30cb-4755-a232-b17a25074181,2261455.6672147107,2026-02-28 19:00:48
1271c873-24bd-41a8-91c7-bec93016cecc,dabac50d-ca3d-4859-85ce-099c46b82659,8352276.428616058,2026-05-21 15:16:24
a52680b3-e8bc-4007-b47c-76903ec8f48e,b9de7a3a-4868-42b9-80a8-1de9d20f87d0,8042332.237846364,2026-04-02 09:13:43
232585b4-86da-4596-b96c-2da019a8ec19,585a0afa-7bfd-4c12-89e0-6ab37250ee18,3115855.05,2026-09-01 09:03:59
624d3473-60bc-4cbc-9987-e6d09a7171aa,304b8590-de9e-4757-9260-001eeecf67d2,4686623.27,2026-08-15 07:13:56
c3712e42-0378-45da-9399-956c1c2b498f,0b2c782a-6928-4e92-868a-152fdb23aa8c,6277919.065450191,2026-07-28 05:03:03
3f936724-21d6-4c73-8b32-8c23ef470a44,d21c82f8-cada-4f80-a9e7-82d4fd08b32c,612254.099635855,2026-04-13 11:14:55
a09c4325-f047-4beb-a483-c45844852295,54fd9ad3-9716-408e-b721-69bb80962718,7233573.859961267,2026-08-17 20:37:51
0267c983-f763-4b4d-8ada-c12203748864,03edd1f8-74f9-4d17-a912-b4bf86a4bae4,2526023.96,2026-04-03 16:44:05
56a0b8b4-d179-4ee0-bc73-1d478ad8c568,43d88870-f81d-4aa1-8812-0a8e78308930,1328581.301371137,2026-06-20 19:06:12
c279d913-7afd-4923-a3a4-957133cb59ef,889b78d5-dbfd-497e-aca2-b148da330aa1,8053509.152714629,2026-08-27 22:30:02
29c3d598-d0c2-4f21-b1bf-5c97e473b0b0,3c19e71d-1184-45ad-9e11-d2cd0930aef6,3702468.378919309,2026-08-29 04:13:07
a0a2e9bd-4478-49c0-b129-9cb78b248c7e,0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,4829559.228891618,2026-08-19 06:44:59
0b660bcd-d32e-4757-856d-e1951f81e097,3e83b91f-2544-4fe0-ae41-7d475ff595ea,9008788.895155977,2026-08-31 16:47:51
82f47196-1a41-457f-8bf7-0dc68b6daa25,deef580f-9c07-4751-9437-45092cd1586a,8245778.757733637,2026-08-24 07:09:46
396c8f79-e983-462e-804f-5362244f4ce3,a34db7c5-760d-4bbb-bb70-b3a124a35cf2,155386.7104295112,2026-08-12 16:00:42
25ba7795-62a8-46d7-ad58-bf633a0761d9,8beddb12-ad77-482f-89a2-3a89e6b5a92c,5700458.36,2026-08-26 13:32:52
ebf3ef99-39d3-4f2b-896e-c0c9a7c5f960,6c9f82b9-f647-4986-a391-7c994c955f6a,4958442.26834291,2026-08-12 02:17:20
d2a20765-b700-4ce3-a25c-7f9cafcfea4d,7bb38605-da74-4152-a27b-41a1ffd6f232,1483601.24,2026-09-02 08:57:05
1c31d9b9-fda2-49a0-ab68-38e37de7f41a,4b943e30-b303-4438-be21-10d04bbe4aff,6544875.525849253,2026-06-16 23:24:41
4824faf3-f4b2-4643-b4da-fcc81a0b6310,af908e3c-dd75-4e98-90e0-b95f0212b554,8238540.184183913,2026-05-08 11:52:00
1e4c3fdf-556e-4ce4-9d9e-4da21387bcda,9b689c88-3ae9-49fe-8c82-18dac696f5e6,3117733.006642378,2026-08-31 21:38:45
15b5bc25-eb7c-4628-acb9-48f7ec5eac70,b88ec318-c16d-43ed-ad81-f8bd402913ec,2261328.721151574,2026-09-02 10:42:13
6dba9754-2d95-498d-a6ae-af299ac0ee26,a5769411-a0a1-4839-a745-770418dfbc3c,544038.6764611905,2026-09-03 22:38:08
adef5777-2e6d-47e8-9980-236855b85720,1712fb16-21a4-444f-bb7b-ee035d678bb1,6781434.768460163,2026-06-10 14:07:52
afe9c3dc-aad2-4db6-a4a3-5a102674d1ff,8a16a06c-c958-475e-a1d5-3971336749b5,8322611.133472585,2026-04-30 14:49:59
592fcdc6-4979-4220-914b-c7719ff0287a,e9ff1cae-41c8-4a8c-aa1f-955ad499da99,4878574.024683516,2026-05-31 14:21:40
a9673fe1-7fce-4629-aa8e-55a545665e79,f6802cdb-77e4-40c7-9d7b-c313cde22f1c,3696699.7997900806,2026-06-25 09:38:26
e830257d-cf8b-4eb2-83f1-5176eed15809,8eac0a33-cdf9-44a7-9882-b5c1f79efd70,230190.1427064402,2026-08-22 03:43:07
eedf4f78-dc99-4976-808e-c990c9f279a8,5e5ba13d-746c-4b77-9fa3-82e8895ccd99,9683274.560119981,2026-08-19 13:14:19
51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,5f18e583-f0b6-483f-a377-f6f1d289f0ab,407798.9007909897,2026-09-02 13:47:18
cbfe68f0-b8a9-4704-b25a-a10d63fe557c,53f8382b-8fb8-44e4-b173-8856e25d36eb,1037895.712591456,2026-08-19 08:41:16
93ed82c5-1cf8-4164-913b-776ed08ce31e,a6348e78-4d5c-45c7-b379-cb1ee8cda0cc,612179.7432299578,2026-08-06 13:03:25
2508f357-474a-4674-ba09-8484f5a7620d,18e19331-1dba-4267-be1c-a5a1fef518a6,6352880.221655149,2026-08-21 14:00:04
2e8f2f7f-20a6-4edf-bea9-5b7352b3a0d1,be3e6e57-f30a-4e32-aba4-fc035efa9c5b,9596264.929926848,2026-07-20 04:13:04
6c80423a-7e84-40d7-91be-adc15a449143,19597b5a-a7a8-4636-aa35-df59e2aa7a5d,4628464.397224457,2026-08-11 18:21:56
9a0bd63d-69f8-41b0-b90c-9f84b184071c,71818dcf-379e-4c6e-9edb-0d3cb0b63bcf,6012227.048051236,2026-05-04 15:10:32
f1abf7a0-cd59-4b8c-a362-7835555df8c6,8b621d41-5e09-49ee-af88-bdecfb1e143b,996954.442085553,2026-07-22 16:43:01
6b2d470a-6218-4d10-bef3-d5beebee4c80,1f45dbfd-f7dc-47e0-b097-4b2b46a02a9b,1509624.0935224437,2026-06-19 09:57:43
7e1b2034-88a5-416f-89eb-56c17f421889,f8999246-98de-4ebb-a3b5-cecea446be72,4007383.6791423117,2026-07-08 07:39:10
6276ee87-3ae8-48f8-9247-8bb2894539ec,11906f50-3488-4a46-9088-2eafc9776598,9596008.33,2026-07-03 23:29:03
86e5edf4-6bfd-4189-b705-10f894ba0d7c,541c7a86-3ba5-4d2f-9ea4-5c19d0243d72,9764274.38828098,2026-05-05 21:48:47
bf8f81ea-cfb0-468d-b189-25a6c6cec51b,250a4578-fbe9-4499-9bc0-80fd46fb7bf3,2840642.96,2026-04-07 03:21:15
5c98fd57-3c35-4ce2-9656-07c0b3fdec76,21bddb41-0699-4731-9dcf-8766a93b12cd,3944063.2440727726,2026-08-24 16:38:44
04643f52-d9c0-49f6-be70-9416340a22d7,43ef2016-2c9b-462e-840a-3aae52e2afd9,8666924.59765264,2026-06-22 15:56:03
2233212a-f526-4ea2-b953-3cb78ef1a114,72c22a16-79eb-4168-9045-56e5bee3eb79,1798919.70190972,2026-08-09 05:46:39
5c613985-596e-471c-a94f-03ec0f4076a2,9d77a45e-f206-4269-b8b7-7c0780fb9296,8510256.911213296,2026-07-23 18:31:46
d5d318cf-24e6-4ffd-b5dc-037d4b71481f,07f97d05-f6ca-4b8b-a4b1-f99175424646,6637139.638220228,2026-07-28 18:32:23
6bcbb347-e9b7-48ee-ae6c-69f7f8c92b4a,b65feea9-7d82-4264-9ba3-62e7afa415e5,334184.54,2026-08-07 04:46:20
0e4d364e-397e-4bfb-93ec-214935f2e254,204e178c-10d0-4d11-a5f9-34bf9bb96155,9025360.928536715,2026-05-10 04:34:05
b436e8fb-b21e-4fab-b649-09e81e032a65,87d292a6-98ee-4c2b-be9f-ecaa6182f347,7084482.334344834,2026-03-21 19:06:04
b2351615-06be-4b4a-bbab-3b0e60a1451d,da509fed-1d4a-4d81-b3a7-d0e0cb08587d,9105851.016744964,2026-08-05 03:53:29
1b2375d0-b38f-40f2-8dd8-67e55f26b2a6,3a7e8e14-e359-4ee1-b399-1a476e191042,6589274.01569399,2026-07-22 05:10:40
980b82cb-d662-48bf-ba11-4e5612e29c2a,6d4067f4-5003-4b35-9857-8bafbac7e2b9,2487970.150356889,2026-07-21 01:10:05
91b5fcb4-0331-4d0d-93ba-8d243ebb527c,f4e559e5-9622-4348-8f5a-e9d38e6e5003,1994875.3555474773,2026-07-20 01:24:13
