bank_statement_id,settlement_id,bank_amount,settlement_amount,status
e0218caf-ba73-4a4e-86c7-1c162cfcbb3f,ab8e77a1-28e6-4130-ad23-8ed17f5d21f2,6216503.385334366,6216503.385334366,MATCH
88f4ca54-1584-484b-acdc-1cc03fa60025,470367f7-5beb-41c7-977f-199a374e6538,2149809.979805516,2149809.979805516,MATCH
bbcaa210-2fe6-4a89-9059-b5947c08a960,937d6fb1-7673-4597-b5cf-f7557daf76e7,9561562.678849276,9561562.678849276,MATCH
ff169376-57a9-41b3-9139-94a1108134dc,6c097204-6fa6-481c-bdc5-62858f50b11f,5245290.821768261,5245290.821768261,MATCH
9c4e1662-0068-4d9c-92bf-bc31805f6a69,fdbcebdb-b119-479c-869e-17c960185b17,1926069.5459006096,1926069.5459006096,MATCH
02ac1c61-c9ea-45b9-ab59-97f2c447ee3f,723fd85a-e57b-484d-ab05-82e077806788,5192514.348247293,5192514.348247293,MATCH
64ea1dd3-d147-40bf-ad7f-fe23e29ff19c,a391ffdb-8794-4c7e-8aaa-7f994a34041e,2261455.6672147107,2261455.6672147107,MATCH
999921ec-9d2f-4e76-beb2-d1727be19731,7dc42f12-fe9b-40e1-bca3-765350c76baa,3625455.614760365,3625455.614760365,MATCH
b44aad77-b20c-4a3f-bee8-acf10b3e2b6e,fcd49681-ca09-4b17-951b-2503aa528f85,2963696.0344537427,2963696.0344537427,MATCH
fa1b1bac-fe49-45a4-912a-0ef57872420e,0111fa05-308b-4146-aa87-9f65279c058a,6157540.069403037,6157540.069403037,MATCH
4b25c483-7bae-4f3b-8c96-edc24a41aed8,173a0c96-ffbb-4bcc-a5cb-bf6f3d333164,8718825.028310763,8718825.028310763,MATCH
071592d9-7616-4503-a906-b588f62162ab,14fa7d50-697c-4d7d-9414-7d036cfa28cf,4296522.30622557,4296522.30622557,MATCH
6c7a0c9d-7237-44ba-a202-f0226ef7ffc3,ad49e072-7f84-4004-84ac-41b53f042c7b,651760.3326721548,651760.3326721548,MATCH
3867f62d-da3b-4e8e-8dac-49f64242fc5c,23bab528-6a08-4aa0-a57c-5c02ba85e403,4957798.973956228,4957798.973956228,MATCH
5b182716-b9c6-426b-a401-118dc078bc3e,97289c5e-0734-4403-8fb9-7b5d520b28f6,8317824.450970363,8317824.450970363,MATCH
4d59f68e-05ff-42f2-be54-eceb8329bd1a,6379064f-b241-495b-a180-f402fb3e127f,4129029.153123952,4129029.153123952,MATCH
9cc41ca3-d58c-449e-97e0-d57bb3ab800b,e70af828-26a4-4bef-a437-199cec2a322b,4411363.921502175,4411363.921502175,MATCH
ae98b722-cf97-4016-a560-c77558cfd966,1c8390ba-1672-480e-8a7d-6fa11d9ddb86,882636.7755445394,882636.7755445394,MATCH
c93a7471-ce9d-4f4e-87af-fa24b9ef9fa8,18643b6a-12b3-45eb-8198-002998e1d54c,1013962.227004318,1013962.227004318,MATCH
b2a12a55-51a0-4d7c-847d-30b8e49a3cd9,d51fde3f-573e-4c3a-b574-175b3d051bf4,6360129.204539059,6360129.204539059,MATCH
c6299ca6-6d07-4774-abc5-bcd41b9c67e0,0d74fc38-bc58-42ec-b34d-e663399e4d08,880068.6390039196,880068.6390039196,MATCH
a46ee99e-ae4e-489f-9659-d69f4ecad266,f1b7bd1e-c0d5-4828-aba1-7f78362e17d4,3312114.7761756578,3312114.7761756578,MATCH
bdc4d680-b3c9-4502-b66f-42687c7dd490,22ed1e25-45d0-4382-a8cb-b7ca33b5a667,6976967.633900284,6976967.633900284,MATCH
40e7ca76-7c8a-437a-a9d5-240141e1008c,ded89c47-bb88-454e-bf96-8d71818270d2,3587494.03215157,3587494.03215157,MATCH
914ba9bb-60f9-4495-a486-07c22059ad46,3a4fece7-537d-46c6-9c31-aaf3c76aec88,4381848.854700338,4381848.854700338,MATCH
6bf7d125-a571-4542-a485-a11892ee4820,aa5f89ca-5bea-430d-a19c-00cb9a7fde23,522982.8958854098,522982.8958854098,MATCH
4312153d-484f-4f7c-a44f-52f41b696031,5ef361c2-abd7-43f1-a50a-d9aafa3f012e,1833789.6616353856,1833789.6616353856,MATCH
17e1e8f6-a03e-4003-a29c-b897142925a0,b020321b-e90f-4137-95be-bdd097b027ce,6499677.05335175,6499677.05335175,MATCH
4a8e9dd2-6067-4824-b8ad-b1829381ebb3,7b6ce596-aa97-435d-99ff-74ebfa5f9e72,9115810.938981991,9115810.938981991,MATCH
ade03e6c-2bb4-4408-93b4-c4f6e19a17f6,ab636d66-9ab2-4735-83f0-6e7ddfaa8505,4527488.4801716525,4527488.4801716525,MATCH
1c8d23b4-4dea-4200-9593-83cf5d13a906,b506c24d-8fff-49f7-b485-0fcd2f3b2b18,7654480.030229518,7654480.030229518,MATCH
b5786277-761c-4a2b-9263-f8e03c5969c6,f42323d9-11ea-4815-bddc-44f5deaf9631,5009010.618695315,5009010.618695315,MATCH
362387b4-9be9-4c86-9b32-06f006897b1c,cb7e717c-217b-429e-ac95-73e9e1fa2466,6119746.1149265785,6119746.1149265785,MATCH
b5e9489c-a331-44b0-b181-38900e592949,66dce997-b2c4-44a4-9edb-cef974f8a913,8976567.91422129,8976567.91422129,MATCH
b436e8fb-b21e-4fab-b649-09e81e032a65,ac0e7307-7ddc-4af6-ac95-adb1ffac54fd,7084482.334344834,7084482.334344834,MATCH
02088c91-8f90-4d9d-923c-7585b32281f3,76658707-5d41-4ac5-b35d-ab4685b375aa,5514784.480904167,5514784.480904167,MATCH
6e4f8ea3-f0ad-46f7-9b1f-b4d49f9bc7bd,9291e493-528a-44f3-a3ea-c0a19202b09c,2515981.369159691,2515981.369159691,MATCH
4dfa6a17-1999-4b39-980a-7e01c67736bc,5c94563a-e936-4d1b-b494-3114def14d58,2199226.573227197,2199226.573227197,MATCH
f5687574-13ca-4eb6-b486-a2511414f827,3f46a43a-53e2-4047-a608-7b53ca226cfe,1624142.695938406,1624142.695938406,MATCH
9347f486-2a44-4a88-97f8-5f5bf1e2cce7,9a87e357-4b8f-4475-a2eb-b2d2384852b6,8046685.961636853,8046685.961636853,MATCH
ec20d201-6b88-4cd0-b92b-7b46c17d049c,722be4aa-6820-4025-9178-8bdd4dfb1b6e,1471911.8010170122,1471911.8010170122,MATCH
4efa8dc3-0bae-4fc1-918a-d3caa2e25753,9b639a38-049f-4b5f-96a7-aa062babba12,8913974.368560703,8913974.368560703,MATCH
930e7347-ff70-4baa-80e5-1b3d90be35ee,df73321d-47b2-424d-8bad-3916a1243bea,3843496.529561406,3843496.529561406,MATCH
9b622c0a-5398-4922-8652-62a224a0db6e,610114f4-2322-4464-ad6d-84efd4d9a0ae,6410538.207846736,6410538.207846736,MATCH
531b1e76-725f-475a-847c-1fe56ac475a5,3cb29bf1-0b73-4a1c-91dc-01e5a9a14475,1936441.793921815,1936441.793921815,MATCH
29a3e5f6-984a-4463-8d81-42152d490058,eb25d7e7-e073-4c70-ac20-2d89b7a69c32,1937358.1973661927,1937358.1973661927,MATCH
a52680b3-e8bc-4007-b47c-76903ec8f48e,c0ac430a-9948-4f82-9831-b802c3c2aee6,8042332.237846364,8042332.237846364,MATCH
6ef1d60c-09d1-411f-acbb-1aace46bf89a,798b2f02-aa2f-49d1-b5ad-09f5d161a381,1977858.3633814887,1977858.3633814887,MATCH
93b1ee1d-a1a6-4f32-9e4d-acd68116fd6c,61cf91fb-7e81-4dfa-bf16-e3e949b7e037,610293.9010101964,610293.9010101964,MATCH
c58536b7-cf6d-4a9d-a72d-0bf4c84d16c0,5804550b-6c0c-42f9-8dfa-be46dbd3e865,4732222.975282171,4732222.975282171,MATCH
6e43b319-f929-4271-b220-58f9bdb2fd9e,6bf5fc98-8797-4916-80e5-d883c0d2201b,1195061.1652261715,1195061.1652261715,MATCH
8573b517-cb50-4544-b481-acdeeeafab56,4f70b88b-f06c-49d9-9339-304b9a8cb3d7,8867557.981949726,8867557.981949726,MATCH
a942b4d7-bd2d-4fff-be85-544c3e859c67,f23d9820-977e-4877-ad6f-4ee3e44e7cd1,886498.1407186307,886498.1407186307,MATCH
b46499f4-3163-4274-b0c0-41a9d141b9e4,f1aa9ba0-f838-41c5-8a32-1d2ae55ec749,3952431.6767780855,3952431.6767780855,MATCH
d44260d2-5f11-4839-9203-7fc25366e938,05808066-322c-4dae-adb4-e4283ef7839f,1447055.4991121846,1447055.4991121846,MATCH
aed0cbcf-c630-4536-b677-9a11e403999b,b0dc75fb-199d-4089-bd05-121cceee7d65,7233362.545314804,7233362.545314804,MATCH
182047f7-00cb-4caa-bbdf-b57449b8f7ba,5b673a25-42c4-4041-a183-10035bd972c7,1236066.5244694776,1236066.5244694776,MATCH
96a0c726-a886-49fc-a0be-b85d9053317b,cbebb43f-ef15-4821-ade6-bf3ccc2a261d,9383439.159301952,9383439.159301952,MATCH
b39a442b-0d92-4c7e-b78a-2037bd46ebd5,85d4bf0f-0a4f-4e3b-8a22-9ba5925f2cc6,2880495.6865710444,2880495.6865710444,MATCH
080cfaaa-42c6-4c42-b7ba-69f137df8dfb,4f908490-006e-4070-bca6-a6b093b0d27e,3795629.04481581,3795629.04481581,MATCH
86faaa83-3651-4c93-9a0f-b0b8489af195,a5accd5a-48f1-4eed-a703-7089c78cd2c3,2926521.96922469,2926521.96922469,MATCH
3f936724-21d6-4c73-8b32-8c23ef470a44,034d42fd-24ca-4bcb-92c4-c2865a0461c9,612254.099635855,612254.099635855,MATCH
e958c430-d21c-4643-88c0-8457464aea48,299094c0-90cb-4982-aea0-0af96283f50f,136498.38690322405,136498.38690322405,MATCH
2f1d80ea-fb91-4b90-bbd5-0aeb679111dd,c30f3c69-21ff-4f72-9b0f-caa7d56c478f,4872075.533785556,4872075.533785556,MATCH
e037e953-6d2d-4cb9-a452-b5591246d2a5,19e79a3d-e920-4a24-8304-93f0d7c713b7,3741159.408326515,3741159.408326515,MATCH
5887f3d2-c0f1-4a3a-9133-577b46510173,1397a29f-8d0d-46f6-8c37-eb80918b8e18,4906058.216058189,4906058.216058189,MATCH
655fdaa5-756e-4fd6-989a-2b88cd2e6c8b,64ce4589-8c4a-42ba-9b33-5860b37bdb99,5803144.467020179,5803144.467020179,MATCH
076a16e7-3c1f-49aa-afed-c6c3697905ea,db13f2ec-663b-4427-bef7-110a57f9f3a7,4101394.853960877,4101394.853960877,MATCH
35f5afea-80d2-457b-9c6b-f2c8db184d46,7dd12d57-0b84-4c50-96c1-b18366dc3989,736401.0744201528,736401.0744201528,MATCH
db29920a-c886-47c6-a4c7-55b00490eb68,ad2b2c82-76a9-40f1-b928-5706577c9717,4876400.441472518,4876400.441472518,MATCH
222ec711-ef6d-4b4b-8356-dee2517fd316,2dfc6b9c-794f-4bef-b962-77e55b078b11,4547404.321044164,4547404.321044164,MATCH
64315fc2-6946-4f3f-914f-6fd9accc1507,761b7e11-7c19-4e61-b6d8-cbc7bfa93b6e,3800139.4960511927,3800139.4960511927,MATCH
195c663b-9b82-4430-8563-cafe8d31df34,0b16dac4-7401-4bb3-8227-0738e3dc419d,1322982.33491151,1322982.33491151,MATCH
c9257285-2bc8-406f-b4a9-1b867ec391ef,7e64c44f-fe67-4797-b16c-084e6a7df379,2069597.5366419544,2069597.5366419544,MATCH
fe65b782-57c2-4cfd-b9d5-9f7f1e014975,e48623dd-6f8e-4978-9021-71bd8458526b,5729634.370100902,5729634.370100902,MATCH
a10db956-0634-4af6-9505-06dd16054b9e,82a4e22e-d737-4450-95cc-fda236770e04,328308.4547676136,328308.4547676136,MATCH
85a0daf6-d6b1-4a8c-8fcf-9f895ae0bb5a,bfacc63e-44de-450f-a488-dee3d0713f73,6131744.163719891,6131744.163719891,MATCH
202f00a8-db75-4ada-951f-6de1f17daa26,cc876b1c-a987-499b-bd4c-938cd76ac5a8,9561995.996797385,9561995.996797385,MATCH
6cfad76f-4098-4d5c-9e8a-35cbafb719ba,b1f22be5-7d8d-492b-93ba-f4a323cd8a44,3090502.487700354,3090502.487700354,MATCH
d8868de4-d585-4f0b-ab69-1bd21533fe82,19a53942-ce67-4962-948b-9bb7df8200b8,1521641.5907767268,1521641.5907767268,MATCH
d4db5496-31bc-49e6-a420-b22acae9250b,b668705d-1a10-448c-bd8f-b938fbac9ade,1773771.033513944,1773771.033513944,MATCH
ae742530-ceb6-4fdc-b734-a78de2682c9f,566c93cc-1d4d-4db1-8e0e-be2ede72d970,5435341.305522651,5435341.305522651,MATCH
bd92232a-4fbb-431a-a96f-90744084a290,57bd0ca8-54ce-40ea-bb9d-92c0d8d0b8db,2760059.6804736285,2760059.6804736285,MATCH
5ac92db2-eed4-4005-b922-2d87083a1c27,97ae50f0-8a39-468b-8bed-e473e3ebf7c1,1538281.4263364845,1538281.4263364845,MATCH
afe9c3dc-aad2-4db6-a4a3-5a102674d1ff,0b147f1f-40c5-4cf6-a895-60411e71afa9,8322611.133472585,8322611.133472585,MATCH
9167adea-f8f1-466b-b395-1a4532ce6a3d,793228b9-ad8a-44bc-ac24-dcaa566082e1,2046828.3274825225,2046828.3274825225,MATCH
08a5ad03-3f4f-4031-b025-5b9dc5bcc4cd,6d899035-f05d-45c7-a522-e8b98aad0665,7321117.8806165345,7321117.8806165345,MATCH
eb4d6df5-420f-49a8-945b-4e9bb61ec0ed,d48f5ba3-0d87-4c72-bce0-5a63197f9b8d,1341738.665575462,1341738.665575462,MATCH
97e1bc36-c520-450f-a0ff-349802f4298f,43054a31-f9e3-4905-8a4a-15ea075dacd4,4452577.138578588,4452577.138578588,MATCH
eadeae69-1bbc-4748-bb55-cfa32e266519,07179ef3-3121-4863-a663-ed111d122ccf,5589180.859330887,5589180.859330887,MATCH
35edff38-9197-407c-89b7-02ed27dc3b65,393aa0a9-3bbd-480c-8ef6-6a146fdcc21b,7249828.954759263,7249828.954759263,MATCH
75f321cb-c59d-44aa-b5ed-7ce82ddf2675,35b1773c-6d56-4fd5-b9ab-301887f3c9a4,2414109.8084689174,2414109.8084689174,MATCH
cefd1224-736c-467e-a886-818ea2307350,df266424-7fcc-4456-a0bc-2fa0fa801062,7687693.299029635,7687693.299029635,MATCH
8d8e352b-3732-4d15-a9d4-45f354dd528c,ab404598-ae11-43c2-b130-dc8fd20e0734,1674123.2396923432,1674123.2396923432,MATCH
9a0bd63d-69f8-41b0-b90c-9f84b184071c,19437791-b9b0-4ec4-b93c-8859011bb348,6012227.048051236,6012227.048051236,MATCH
ccb1dc1e-47db-46a2-83e3-0f78e85fda55,9a73cd2f-4f05-495e-b832-b59c25bc99ae,6215064.945343321,6215064.945343321,MATCH
2d3e854b-4799-404b-b719-25aebb0084fa,e4871ab3-aa79-4de7-a760-49771fca0f16,655692.5974100125,655692.5974100125,MATCH
86e5edf4-6bfd-4189-b705-10f894ba0d7c,c2ebbaa2-1ce3-40ed-a857-07ac3a40fe39,9764274.38828098,9764274.38828098,MATCH
88c982ec-b3dd-4cfb-accb-6ae1b6d331ca,9457f388-6f2a-4c8a-93c9-aacb3f71e1ae,1541162.50130364,1541162.50130364,MATCH
bb0c686a-1a5c-4752-a705-1d9697b732b3,7a4c38ef-3e0a-466d-bf2d-bf97bc547d54,8640648.056048889,8640648.056048889,MATCH
2d98f251-b5c1-4027-b563-559e9c78bade,3fc74cb8-6a40-45cc-acd5-1392d98f5e83,4447103.751002868,4447103.751002868,MATCH
05df9333-de36-492f-b624-65c10dd8063b,a84d5f25-abf2-4369-9d0a-06d3e592ee7c,5190195.183703774,5190195.183703774,MATCH
47b885fa-78d8-4dd6-890a-886c36442939,0a88e6ca-1dee-4b6d-bce7-5d1e2947fd26,6580152.523963696,6580152.523963696,MATCH
4824faf3-f4b2-4643-b4da-fcc81a0b6310,fb29ff36-2155-4ba8-b5b8-23e420168e6d,8238540.184183913,8238540.184183913,MATCH
8adf1e46-d403-4d02-9a2a-83bd5a0ae917,462741ec-08ac-484f-8a10-b49968028b3b,7814668.656002927,7814668.656002927,MATCH
3864bf75-dbd7-44b4-aa44-0cc9e5cbbf13,cedcf5bf-6e94-44ab-badf-14580722ab3c,4316215.730637379,4316215.730637379,MATCH
12ea7890-1397-4770-95bd-18badcaaf6a5,757256f6-3677-45b4-a3a1-bcaa03113626,849041.7875370372,849041.7875370372,MATCH
0e4d364e-397e-4bfb-93ec-214935f2e254,2de66d5b-5e10-43a0-addb-8943f067ad82,9025360.928536717,9025360.928536717,MATCH
27ce46ce-b695-42bf-8379-05edafc8d769,536016e7-e5fb-41c0-ad46-3549bf4113cb,5223831.825172877,5223831.825172877,MATCH
5acd1e90-6fd1-434e-b25a-4809f730e52e,688b4cfb-7081-45fd-8648-bbe8f84ce7a9,5189325.044016493,5189325.044016493,MATCH
ce65050b-7705-4c84-9b3f-0866d59042df,6f041c76-b3e6-422d-a504-4925fffcff63,3199934.1175775845,3199934.1175775845,MATCH
bac3d057-2eb8-4221-972f-0d9beb02c661,164b85f0-cbfc-421c-bf78-042820bb859a,4604200.716679156,4604200.716679156,MATCH
c96782fb-c417-4ebd-820c-be742e07a11f,a3863cd1-00f2-4a96-ab82-1435382afbde,8713469.033436393,8713469.033436393,MATCH
11c7beb2-042a-4bd7-a510-04b8565f2ea8,20b6d43c-fbf3-4106-a60b-13e04ce6929f,5387985.759417829,5387985.759417829,MATCH
d3511e95-0c3e-4d5c-b959-0149077f6e36,2df721e0-767f-4c15-a95d-3271bd9277a4,9206298.94977522,9206298.94977522,MATCH
41c17233-bf2c-4fd1-b34a-b83d2f160f3d,6f023006-c9ac-476c-be11-230e50fcfdaa,3398584.14993219,3398584.14993219,MATCH
14ce6f0f-75d9-404d-9fe1-2b57a3506764,3dabba61-8a69-4650-a9a2-e9cd7b6f65df,4927198.329223621,4927198.329223621,MATCH
ff82bf84-3e86-4c14-a3f2-df80a7bbc612,067ec672-cec3-46f4-9262-c536e14e21f7,2743626.552249717,2743626.552249717,MATCH
a7b4f9c8-31b5-4fb0-9a42-698bfbc053a8,c05e5ade-b303-4188-b378-cb94478b2f00,8757480.051961953,8757480.051961953,MATCH
d655005d-ce52-4176-966e-46aefed01fca,b1f94a09-7408-4646-93a7-1719bcdf8302,2294372.162053886,2294372.162053886,MATCH
9b4dbb90-a197-439c-913a-2b6ca8dfe59a,9ce91544-4362-462d-a07e-e721e71d6ba3,6158416.884094002,6158416.884094002,MATCH
cb170945-be88-48e4-943d-bd6ccdbb6c1f,283379b8-641f-49aa-a92e-33b9e8e977f0,4094444.4703137446,4094444.4703137446,MATCH
2ab18038-03f8-4c7b-b43d-e03ae05c1fb9,136d6cce-a535-49d7-83ff-fdea3bd9b015,7226101.63889676,7226101.63889676,MATCH
0d527b89-3c8b-466c-af37-4e8cc4735700,75373d14-e24c-424b-a453-c4c23037f0b7,2037515.873698915,2037515.873698915,MATCH
085acd62-ce4d-49f3-94cb-b94e80dc4cf9,1c5f3cba-150d-48eb-9368-3dd65050127e,7739529.45808814,7739529.45808814,MATCH
8efadaa1-5a5e-47eb-9532-0177b61d170a,302f420e-f874-45ca-b22f-2e9104110e35,6610736.90502487,6610736.90502487,MATCH
1691c83a-7687-453e-ae26-5c9590f1c7ee,812fdd98-b777-4609-9b57-6a7fc8ecb641,9479456.824831152,9479456.824831152,MATCH
9d6ba3b5-cda8-48b5-adf6-cca41761f1ce,f9619ae2-960e-4c1a-b4c0-fd1865cd7fd1,2290763.1888920376,2290763.1888920376,MATCH
a740a142-5cbf-4ee6-aa25-8d831391d18a,6559b365-3c00-40f0-9cf8-987873bb84e5,173432.38974052563,173432.38974052563,MATCH
a911fd6d-0d58-4ee2-8023-1f700a77b5cc,cb618d75-aa96-4dfb-a79b-265ab15f3994,3628333.3761047767,3628333.3761047767,MATCH
8d40aeb2-aed6-40cc-837f-5347ab402561,58065bae-fa5f-4fdb-9123-39faaa61b32f,6291091.224955338,6291091.224955338,MATCH
b5c43078-197d-405f-bb20-d1546ff98cf7,f2307c22-30c7-409b-b401-55bdb6ac1c8e,982175.014613688,982175.014613688,MATCH
21fae8a0-bcf4-4ed1-817e-3dc0bf5628b9,b73c62ab-fe4c-4fed-af55-2c9e1b000f9f,3141801.0685480614,3141801.0685480614,MATCH
c433b3bd-d9cc-4656-8a03-be43d4ec0595,5bc07988-21f9-49e9-b7cf-45f6f32ede3c,8848799.683197493,8848799.683197493,MATCH
fd523fad-3fbe-4e33-bae2-d4a8a4752fa7,9162f6db-b5d2-4f7f-b64d-7e7c8e49d0f9,3785475.877150387,3785475.877150387,MATCH
26c25405-a7ea-42f0-acab-d3d710116af4,61cb78c3-513f-49a9-8724-91cadc11eb13,9605434.429535324,9605434.429535324,MATCH
e9209b3a-2951-48a7-8d21-0a344a49ba1b,03ba33a0-fd42-469c-8727-59406bf36656,8089514.522502075,8089514.522502075,MATCH
3cfc7050-ecb6-47a2-be1b-e3e9bee1dc65,8a8864c7-e29d-4722-956b-212f4faa0851,8845215.13108841,8845215.13108841,MATCH
6696dea0-6c2a-4b89-8d4e-f3fabfcff645,d2524487-6b70-4287-a9fe-ba149adda7c8,9855025.609912248,9855025.609912248,MATCH
8e93abd2-b269-4b43-a6fe-47b320a0c244,aefc6ef1-c4bb-4ace-90c8-da67bec62bbe,4678775.602953234,4678775.602953234,MATCH
1271c873-24bd-41a8-91c7-bec93016cecc,a0c69223-c435-4252-b19d-d940838cc137,8352276.428616058,8352276.428616058,MATCH
f47bffba-f561-4747-82d2-2c7408ea6671,becfdded-b198-447f-8612-d4247ac067a6,2938675.403041479,2938675.403041479,MATCH
86423a80-a8c1-4f22-b8ea-904d9b6b0992,109b851a-9d69-42c9-a9db-47b9ca7ecb33,7232802.50164079,7232802.50164079,MATCH
340ce8c9-db96-4db1-bc76-86e52f4187bc,233731e0-93c0-4687-a9e7-e176a79617c4,1309757.2827677347,1309757.2827677347,MATCH
e3c443f1-6010-4b93-ab7f-0864aff54774,50326fe6-1de9-4c72-82a9-f7e5244cb9a8,6914502.706269202,6914502.706269202,MATCH
81c6af40-13d5-4c4f-9bf2-235c5987e1e6,e2a868e7-380c-4838-ac94-df5a48bad5fb,6959588.351561836,6959588.351561836,MATCH
904c01a1-434f-4133-ada6-b97447ad21dd,a1861de1-5c85-458c-9029-0d6bebe55cc4,5800217.184715903,5800217.184715903,MATCH
88e61f32-f01f-433c-bdab-0afadbc7945d,cc09de64-233e-44ac-be3f-3da02f98ad33,4731376.587966054,4731376.587966054,MATCH
e9707c9e-266a-4b90-ae28-b2f44a76a0ea,1e559419-10bc-44d3-b600-4df4e0de0676,9008269.844884276,9008269.844884276,MATCH
e98dc5f7-a9d0-4567-81e1-58aaec96af27,ebe0c8c1-ae38-4f46-87f8-6de4c227e0f2,6174250.940961149,6174250.940961149,MATCH
5e05b8b1-4e45-4736-bab4-eb77959fb841,41589d90-f504-4d15-afb1-38c2c350bf4f,1768499.9925915329,1768499.9925915329,MATCH
c8b7bcd0-d020-4ede-9fa7-0e6bbffa749e,5b48961f-1b1b-4cd7-b6ba-49183b7f1998,8559443.048749361,8559443.048749361,MATCH
301b5b4e-6293-4e8e-9189-f75077d8b428,0595c9a3-6c00-46f0-b957-595f25ee2f0f,5686237.793226031,5686237.793226031,MATCH
6257ae9c-8260-4132-802f-b24f70100d7e,584cb0f7-48de-48be-831e-ef965f71dcc4,1640148.8843316326,1640148.8843316326,MATCH
74d99fb1-9dda-4e36-8f29-21017062dff6,809bd813-4f13-423b-91f4-a72499503858,2891900.6638314063,2891900.6638314063,MATCH
0e9b65bb-a4d4-4431-ba38-f5a09ee08a70,a0733e57-ba03-41f9-90ed-01d3ef444cf5,1099555.361263065,1099555.361263065,MATCH
83d04bac-21e3-4238-92b1-178bfd6c47e3,33474b1b-8bc8-4d37-89cc-cf1a5c387c2a,8502438.176905379,8502438.176905379,MATCH
35eb0106-767f-4095-b8dc-340b4051391c,2cfaa174-ba05-4e68-8d87-b7be271dd0f1,8630020.088680182,8630020.088680182,MATCH
cbf78eb1-7d7f-4fed-bc2c-e385ab00764e,4ab946a2-89a9-4af3-a0ca-0f8ee1ef2dd3,4244773.971109983,4244773.971109983,MATCH
e03d1b30-adcd-495f-af91-a7be905c3fd9,c1ade98a-0c38-48a5-9fb2-35c45abec3fa,5344519.908813664,5344519.908813664,MATCH
5ade80d4-ebb4-4c9e-bd1e-9dd812e1725b,c523b4e9-022f-46bb-82d9-c5d7e991e6d5,1136785.0638657114,1136785.0638657114,MATCH
8b2e1eb3-b523-41f3-9e3b-c735071f1a27,3f91c419-e846-49df-b373-35549e204ac7,3042018.689619229,3042018.689619229,MATCH
bad4f3e0-3b52-4525-b230-b85b27d81ea0,047dd583-9344-4b2f-bba3-16688334e524,8036871.870135119,8036871.870135119,MATCH
931e5f89-20f5-428d-91ab-ac77292fadf7,050e1961-b363-4272-9018-1ce667c3bd9e,1808196.29517632,1808196.29517632,MATCH
988c89db-ed5c-4a4e-b589-64f51c66021e,618521ab-9ea1-4617-8129-aa0c40efa857,9835141.357655035,9835141.357655035,MATCH
