payment_id,truth
304b8590-de9e-4757-9260-001eeecf67d2,PARTIAL_PAYMENT
0b2c782a-6928-4e92-868a-152fdb23aa8c,MATCH
d21c82f8-cada-4f80-a9e7-82d4fd08b32c,MATCH
54fd9ad3-9716-408e-b721-69bb80962718,MATCH
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,AMOUNT_MISMATCH
43d88870-f81d-4aa1-8812-0a8e78308930,MATCH
889b78d5-dbfd-497e-aca2-b148da330aa1,MATCH
3c19e71d-1184-45ad-9e11-d2cd0930aef6,MATCH
c2a79689-1933-418c-ba74-57616f18c108,MISSING_SETTLEMENT
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,MATCH
3e83b91f-2544-4fe0-ae41-7d475ff595ea,MATCH
deef580f-9c07-4751-9437-45092cd1586a,MATCH
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,DUPLICATE_PAYMENT
8beddb12-ad77-482f-89a2-3a89e6b5a92c,AMOUNT_MISMATCH
6c9f82b9-f647-4986-a391-7c994c955f6a,MATCH
7bb38605-da74-4152-a27b-41a1ffd6f232,PARTIAL_PAYMENT
4b943e30-b303-4438-be21-10d04bbe4aff,MATCH
af908e3c-dd75-4e98-90e0-b95f0212b554,MATCH
9b689c88-3ae9-49fe-8c82-18dac696f5e6,MATCH
b88ec318-c16d-43ed-ad81-f8bd402913ec,MATCH
0a17991e-a576-4411-a0a1-1839e7457704,MATCH
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,MATCH
e05fb8bc-8a16-406c-8958-e75e21d53971,MATCH
f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c,MATCH
2408a6dc-1346-41a9-b680-2cdb77e490c7,DUPLICATE_PAYMENT
6502d6a2-ca6a-4224-971e-16cc5da36f1b,MATCH
431d029f-ac1e-46d8-bfbf-397bac3e7b0d,MATCH
066803ee-78b2-4549-bbdb-c09eacc216a0,MATCH
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,MATCH
f23e323d-0b9b-4934-a3c8-6d301dde7969,MATCH
22bae10e-899c-4782-a323-6d1a3c1bdacc,MATCH
278ed00d-ba02-46ef-be05-5787965befdf,MATCH
479d0cda-f396-4a37-b065-c817687a4850,DUPLICATE_PAYMENT
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,MATCH
30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,MATCH
a3b5cece-a446-4e72-b64c-911aa9ab364a,MATCH
90882eaf-c977-4598-a03c-8c25fd235def,MATCH
dea45c19-d024-4d72-b748-967f961d33ba,AMOUNT_MISMATCH
250a4578-fbe9-4499-9bc0-80fd46fb7bf3,MATCH
21bddb41-0699-4731-9dcf-8766a93b12cd,AMOUNT_MISMATCH
43ef2016-2c9b-462e-840a-3aae52e2afd9,MATCH
72c22a16-79eb-4168-9045-56e5bee3eb79,MATCH
9d77a45e-f206-4269-b8b7-7c0780fb9296,MATCH
07f97d05-f6ca-4b8b-a4b1-f99175424646,MATCH
b65feea9-7d82-4264-9ba3-62e7afa415e5,MATCH
204e178c-10d0-4d11-a5f9-34bf9bb96155,PARTIAL_PAYMENT
87d292a6-98ee-4c2b-be9f-ecaa6182f347,MATCH
da509fed-1d4a-4d81-b3a7-d0e0cb08587d,MATCH
3a7e8e14-e359-4ee1-b399-1a476e191042,MATCH
6d4067f4-5003-4b35-9857-8bafbac7e2b9,MATCH
15da705c-d4ef-40aa-975a-81ec112fa612,MATCH
f4e559e5-9622-4348-8f5a-e9d38e6e5003,MISSING_SETTLEMENT
f0ede303-aa53-419c-9fa4-bb9f5a856750,MATCH
1a85910d-5a05-4c11-8ffc-a6b199b479d4,MATCH
d86a6460-59a1-420e-9bb4-3332d8e7012f,MATCH
d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0,MATCH
d4578ad9-a867-4096-add8-77c89be71737,MATCH
01902620-59dc-4bd0-96fe-bfb9ebe9e207,MATCH
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,MATCH
284bf962-5744-4596-b422-21676b7a2460,MATCH
27d415b6-0d77-45a0-a222-b6a615bfbe97,MATCH
7c54535f-6c8c-4b6a-a974-d079716fda0a,MATCH
1c6345ab-6e0e-41e8-985d-3f861d2324e6,MATCH
3873e57f-0ba0-48e8-8ef4-92c1aac93316,MATCH
c47104c0-3613-4e15-b200-c2614d29d1ab,MATCH
6e3f683a-bf3c-4140-bf54-a51101fa964e,MATCH
ce6322b6-ab05-447f-9556-b37d8f0881ee,MATCH
13eecdc6-ebd1-4d2c-b5b2-745504cc3ede,MISSING_SETTLEMENT
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,MATCH
75c8e90d-9e3d-450d-b296-d9f0cd2372c2,MISSING_SETTLEMENT
6f887f28-3e49-4d09-9b19-d8b8d8302081,MATCH
5543fc3c-38b8-424e-96ea-57b3beed10b6,MATCH
c6b6e4ad-e7ea-4d5a-b1a3-ac4d828c37e7,MATCH
328067a1-4187-422b-a57d-5e521a5165ca,MATCH
7e7e7419-a0c1-4035-85d9-5f51f387e1bd,MISSING_SETTLEMENT
9082889b-e1cd-487f-ac95-5f87ae5ec365,MATCH
780b3657-117b-455b-b094-4bdb26a524e3,MATCH
12fe28bf-81e0-4489-9a18-e2a30e614bcd,MATCH
a508dc95-13a4-4492-897d-e16dd4ea120a,MISSING_SETTLEMENT
8de7ad6c-9490-47c2-b674-456f626d719d,DUPLICATE_PAYMENT
a6ded1d8-9258-47b7-8f50-1889e8b77f7b,MATCH
1a7f195b-7355-4b9d-8fd6-f47ef52d4af2,MATCH
3f6c21f7-0a05-47f0-ac2c-d22ba56895c6,MATCH
5f733a3e-5d28-4aa4-a8a3-97799c1c3517,MATCH
a5b5cdc2-a181-485e-8a0a-c6ac0d67d38e,MATCH
da003f16-b946-4bcf-8082-cbb948bddb3e,MATCH
2434a678-a9e2-4ba9-952e-6abb14dd5061,MATCH
15b02530-f020-4992-b576-255e98549f22,MATCH
f275b5f3-d436-47a8-b3ec-b951ab8cbf97,MATCH
822c4d32-6c64-4c15-aba3-01cba561e1e9,MATCH
7c7c404e-c422-403e-b29a-6339577bc55a,MATCH
19e45c6a-c9c2-4e69-982c-75654bb907ec,MATCH
c42cbc39-e05b-46c5-9636-3094a97431db,MATCH
c566aa81-b15e-44f6-94d3-07952e4bebc4,MATCH
b836c448-ad26-4ec5-9d42-b9e9692e07b6,MATCH
4f3949a8-3d3a-4582-88b4-f4743be79df4,MISSING_SETTLEMENT
fc043f08-9207-4158-b277-1f63ada58417,MATCH
297ca4ff-f75d-499f-ab2d-5b0987079ad4,MATCH
dfc620ce-7b07-4d31-a424-4f230d5ba7cd,MATCH
290a3abb-c35b-4fea-9578-d70948f9e3d0,PARTIAL_PAYMENT
38d77b9a-e916-4a57-b248-23ab177a8a5f,MATCH
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,MATCH
195d82f8-ee4a-4b5d-9195-54e307374c86,MATCH
d46b415d-eada-49a3-8970-ed9a09ce3cfb,MATCH
144823f7-e7e6-46c7-8158-24639d8776a0,MATCH
871c0884-9bdf-40f2-ba2c-0f19f0b2a5d1,MATCH
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,MISSING_SETTLEMENT
98c3e3ca-7ff4-4ec6-a7b7-b4c6d6312a80,AMOUNT_MISMATCH
6de299a1-4a90-4d0c-a4c1-73b9b7f28572,MATCH
15eacbcf-ab10-41ce-aa14-3cd82ff3cde4,MATCH
81f38dd4-fd03-4ada-8952-518581e03a5e,MATCH
5f90bed6-fb25-464d-a30a-a767a2bb522b,MATCH
a0d572c8-a837-4e68-bba2-05ca3dba6da8,MATCH
56ab087a-8bc7-4e81-9a30-45280b599562,DUPLICATE_PAYMENT
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,MATCH
ca862225-0b36-4356-b39b-77a84b1f0d7b,MATCH
8b040f49-d0be-43ee-bd37-253965f202f9,MATCH
0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,PARTIAL_PAYMENT
be4969ec-6667-43bb-a3b5-63606fdc0bad,MATCH
5e0a72ab-7f5d-4163-b12b-66807f072cb9,MATCH
febec0db-9a3a-4103-ae3c-453214348f62,AMOUNT_MISMATCH
4baf0f5e-a932-4094-93f2-8f11147f6570,MATCH
727716ec-59fe-4bbc-b1a3-fad2b0946d2a,DUPLICATE_PAYMENT
a3b442bd-4649-4296-af58-42c3ff86cc31,MATCH
bff9507d-cd14-403e-8359-9af65d01f55f,MATCH
08e895d7-702c-4821-8804-0fb7ad973b67,MATCH
084a6780-9136-41f8-b310-46dc6202bee6,MATCH
92ec89af-13ae-4376-8359-810a71a6014c,MATCH
06a241af-1d0a-47f7-b5e4-a4713fe68c9c,MATCH
42a259a6-c664-4285-8303-cbc11e2595b8,MATCH
da52d2ee-22bf-48f5-9f65-2a87333ee344,PARTIAL_PAYMENT
d8741408-f7b2-47c7-ae92-ea71cf7dcb43,MATCH
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,DUPLICATE_PAYMENT
fc31a597-1f11-4c0f-b967-e60a823dd107,MATCH
5e70f65f-9280-45aa-8dd4-595b5c63b6f3,MATCH
4f2dad3f-10d4-4e39-9612-37c9e25df9a8,MATCH
d2c65ee4-68d0-42a8-84e7-f7dd6929de73,MATCH
8471b4b0-ae1b-4f69-b740-d83173318749,MATCH
21084dd9-f75d-4e3c-848d-56502e9522d6,MATCH
2a26f770-4ddb-4b36-a72c-058884a2576c,MISSING_SETTLEMENT
e519dd7e-84d6-4c4f-b0df-1684f28e4122,MISSING_SETTLEMENT
4d85e9c7-a001-4720-a00b-290346426c45,MATCH
2bd3cdcd-2779-4685-94a5-3fdef10d27c8,MATCH
07437c3b-dd20-43bf-9342-af080a8bb5b4,MATCH
92779574-c457-4cc3-b5f7-89bca6b07458,DUPLICATE_PAYMENT
4d560a3d-f4e7-469a-a454-09374a27ebf2,MATCH
0f5675f8-b048-4aa1-92ae-5c22741b77f5,MATCH
5005680f-24c7-48a5-9b4e-164b5716dc2e,PARTIAL_PAYMENT
83d5bceb-5edb-48ee-82ba-f0e02179e3f0,MATCH
24108e9a-3f77-4cae-b318-b96d44790612,MATCH
dd84cacc-f672-4464-bf8e-a40a6b0ae0e3,MATCH
7f8e5483-28ca-4a1d-835b-ec2c3098f7b2,MATCH
64ab851b-f1fa-46e7-970d-750705eee1d4,MATCH
4806f804-0cf0-474c-8c74-dc0f5a575539,MATCH
1b84edc3-d8e0-49de-8217-ea0e896490ab,MATCH
0d18ab95-668c-4477-8b95-017c5dae1201,MATCH
734a6ca3-8116-43fc-a2e7-c1a612d2fa06,AMOUNT_MISMATCH
5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,MATCH
66c14dca-8255-4a61-9a3b-031932f57510,MATCH
74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4,MATCH
2999bbef-518b-4f21-9cf2-0859ee6e2e72,MATCH
827c9f8c-d40a-45e9-81df-6517561c9210,MATCH
54cc1e2a-5e4c-4287-8442-51dbd0d4ea67,MATCH
df41e335-b9ae-48e4-a615-99c8cbf81f86,MATCH
f8d8b7f1-c86c-4544-a7d4-cf50f791f1e5,MATCH
a107cc46-8634-4718-aba6-adb37afeb114,MATCH
08150147-3e00-480e-ae44-1e21d25864f2,MATCH
26c432f6-6b35-4f85-904e-268770e7e756,MATCH
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,MATCH
ff84faef-5336-423b-8f96-468535145890,MATCH
57a2be4e-887b-43e5-a980-f80875ac824c,MATCH
3f1be0d0-f514-4058-b138-39757bf33a34,MATCH
b47a1c5b-b0b3-4015-b510-2852b4746349,DUPLICATE_PAYMENT
ad371d9e-92cf-4021-9f33-242d49ac9087,MATCH
257f7595-cdfb-4db9-85e7-8b23f4613f09,MATCH
41a64fed-a7ed-48d8-b13f-8f8cec8be537,MATCH
4588fc1b-b238-4849-8fe0-69b6eedaa802,MATCH
e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,MATCH
78ef7666-b7a4-4719-948e-1f6b69ce1e4e,MATCH
682b163a-286e-4390-add9-7a1afa585b27,MATCH
f6c31218-c183-4315-b30f-8be1a689b424,MATCH
88ffbd40-3b72-486d-92fa-675fa6fd0cb1,MATCH
2d007d05-d66d-4627-a1da-ce6a6afa828c,MATCH
f64e3dfc-bfbe-4c7a-afc5-97382fb21e66,MATCH
1b780ede-9a4f-4c0c-9165-f2ed4c636e95,PARTIAL_PAYMENT
f0458043-e3a6-4a70-be71-0b558639bd41,MATCH
2999394c-54a7-469b-9cd6-6b09cf0e6d2b,MATCH
4b86b5a1-ca6f-4ff8-964c-fbd2bc92fd81,MATCH
67ce378f-e5a4-483b-a383-889adb2c6ac8,MATCH
fb4fb88a-2f4d-4219-986b-2880ab545a15,MATCH
725d4259-3c4b-4eec-a231-ee7342c2d2eb,AMOUNT_MISMATCH
42f525b9-02ed-43ce-92a8-1713b90ed44b,MATCH
67c96204-28e3-43b6-8e8a-dc4b77242041,MATCH
4b87959f-f0cd-4f05-aa87-855ea38295d3,MISSING_SETTLEMENT
fd247c11-bf6b-4cdf-b479-7b6127372b52,MATCH
aa0217d0-cd4f-4b2b-899a-c252c1e1b94a,MATCH
b42a0456-8736-4a84-b25e-134d86879aa9,MATCH
8167999f-e723-4da3-8c32-bdb2d42a895e,MATCH
1dc1e7eb-711c-4673-8535-1a69dabf984e,MISSING_SETTLEMENT
cf0671c7-720b-474b-82a7-f586e61d9cde,MATCH
765e6cb5-8f0d-4540-8ec7-d662905c7bdd,MATCH
beed0af9-00c5-4f30-9103-142441241bb4,MATCH
fe7ee362-8a89-40f0-9052-91d3b34c6c73,MATCH
c4db5a62-2e13-418d-a8ab-80ea497ec6d1,MATCH
72d35458-61ea-4f30-a42e-707afe2bd987,MATCH
dfe2c0a0-a96b-4c42-b6d2-2a7baec76a82,MATCH
649f7d88-8989-45ab-be2b-34d82db0728d,MATCH
4c61845e-fa7e-4d94-85d1-fb63c194f97f,MATCH
3f5cf2f3-3acb-43a3-92c7-bffb6118433b,MATCH
6b535a19-a902-473f-8f39-f648083f64c3,PARTIAL_PAYMENT
980cb95c-19d4-4deb-9139-fa1234c1c3ea,MATCH
705fddf5-66fa-4ca0-8b53-1932bd9419aa,MATCH
3bf2025f-4a0d-4b73-be54-ee4b80ff5173,DUPLICATE_PAYMENT
d18183d1-ac2b-4cfc-85c5-1060991121e7,MATCH
46707cd6-4ced-4164-a9df-14e9389641dd,MATCH
f8e8035b-0c00-488a-bee1-011a8e4c3ab5,MATCH
6883ac6e-6a94-4054-b241-4482519894d8,MATCH
4cfd0fc1-39b0-4e2a-996e-684f3db0174e,MATCH
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,AMOUNT_MISMATCH
143df5b3-a58e-43dd-948c-1d84340de049,AMOUNT_MISMATCH
0d31812e-30c3-4756-9453-f867b97e6224,MATCH
966be275-c2fe-4954-8dfd-9531302b7831,MATCH
4d9dbaeb-553d-4625-a833-4da5de95d695,MATCH
7a9a8ef5-c11b-41c4-bfe3-f366bf337a15,MATCH
52555c75-8d55-419e-bd44-cb2cea45ba41,MISSING_SETTLEMENT
8347f1da-5c11-4b6d-82f5-b3f54ef4c34d,MATCH
501ba851-5ee6-4495-b400-29c3ea11905b,MATCH
ef4c5119-8da5-439b-82c2-17970426fcc9,DUPLICATE_PAYMENT
613d2de9-3ae2-4023-9472-0d2d32399ffb,MATCH
7d1645a0-d253-4966-836b-9a0a41e02a89,MATCH
5a2837b2-cb83-43f2-bb96-f6022b115c36,MATCH
fd85d7fa-8ac9-4b01-a3ad-64d4eab9eb02,MATCH
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,MATCH
37fe032c-0257-4851-a6a9-e100b509109b,MISSING_SETTLEMENT
8d388327-883f-43c6-81b1-58e90406ff44,MATCH
80913ac1-0463-450e-8964-6b96fa3c1628,MATCH
261e2555-863e-4f2a-98a8-06efeb053fc4,MATCH
143a9aff-659b-4105-8b80-f288446f64dd,MATCH
4ccb2355-39d1-47ff-b27e-1442fd7fe973,AMOUNT_MISMATCH
8d7dd772-608e-4f5c-a117-727067c0518b,MATCH
a518a418-6f14-43f6-9867-888b7ff6b824,MATCH
361f6d90-3ad1-4a33-8ae4-ac11eb4d8f42,MATCH
13087974-ec95-43ac-8beb-7c3445667c48,MATCH
edc3a1c3-2dea-4d2d-886c-405fa879d8f8,MATCH
b674410d-d218-49d6-8093-bfb024e9bcfd,MATCH
d5aba8ae-9112-4bc0-bd8f-95f4905f9096,MATCH
23d3cd4c-bd5f-4093-816f-9bcc6243bed7,PARTIAL_PAYMENT
0dbf0caf-588a-4f87-b96d-40f8bed63da0,MATCH
f4719986-9d26-4599-84dd-8df59aec56a8,MATCH
fe1a1ba9-c896-4c5b-85f8-c28da255e1bb,MATCH
95fbe976-ae00-4b7e-af8c-83e56e8d9644,PARTIAL_PAYMENT
4499d0a6-1500-4170-92d1-5585b68e47fa,MATCH
176de21f-1b46-4bdc-9c56-d9bc5111d31d,MATCH
2ff8e87e-1659-4c89-a1eb-faa91a2bd69c,MATCH
5a9a206a-16f1-42a2-86b9-19aa1a7167c7,MATCH
6346d4ef-69ef-44e3-8ab6-821c0328c136,MATCH
af70de70-2b69-495e-8567-1b58926bffa5,MATCH
2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4,MATCH
3f2086c2-f1b8-4d65-806f-64d65c72aebd,DUPLICATE_PAYMENT
01bb819c-4dfe-4117-a2af-711f1b628a9d,MATCH
d0c30018-6e3c-4d4f-95b1-45e470b27304,MATCH
f280df1d-9a6c-4db9-9217-1c884ce953a7,AMOUNT_MISMATCH
bc20b9f2-4a9c-489e-91b3-0182f7fe604f,MATCH
d105c8d6-47c1-4017-a045-2909536d47d7,AMOUNT_MISMATCH
2e0fb5b3-8bae-491e-bf4c-c10f979c30cf,MISSING_SETTLEMENT
d4cee27c-4a94-4e9f-8c35-1e4f703e957f,MATCH
3df51967-4d86-40bd-a222-4f9623a13e20,AMOUNT_MISMATCH
9912316a-fd9e-4e20-b2f6-095812ef6101,MATCH
