bank_statement_id,amount,time
7cff07e3-d92d-4519-9e24-c724e47a7b03,8848799.683197493,2026-01-25 09:03:44
75d9c07c-9d93-43ea-8182-144d5b120b1b,8718825.028310763,2026-08-24 15:00:34
0151ccb0-1b6f-4a9e-9a98-b7154c60b543,1112734.847481208,2026-05-30 23:56:04
66edef30-2fa8-4808-b8f1-6861e3e3e73b,659485.2790131243,2026-08-31 13:10:13
7df6bc1d-6e49-48ac-99f1-45cc0244e4d7,4311241.890822144,2026-08-21 21:07:42
e604bfbe-83aa-422f-8772-df4a15b1c4a6,4953663.234113903,2026-07-30 15:03:35
7cc70b17-e9c1-44ce-9fb4-26c06924e248,9335946.787535345,2026-06-30 05:02:00
4008d4da-a819-413d-84fa-84a427d764ce,1137221.1931515764,2026-06-16 13:08:09
4c9df049-5fd2-4ec3-a536-3c77787fb578,6575620.74,2026-05-27 10:51:40
89534e15-2ea3-4b78-a466-c9376da7c95b,2217984.8715055045,2026-04-27 12:53:38
a801f15e-7046-425d-bd47-4d951bd36f41,3453523.616067747,2026-06-11 08:53:11
bf415c98-5a8e-4f05-a3ce-cf1e296df91f,837532.520390009,2026-03-23 06:19:05
deda028b-e232-4dc9-9bf6-f06d017cc74e,2156601.553671057,2026-08-03 23:36:14
54ca6897-be71-4d60-abca-4f866500f793,6099406.252753512,2026-08-27 13:01:56
f2c8c25e-32f1-427c-aa8c-662d290a3d67,650101.9647637609,2026-06-02 17:14:47
440b71a6-fba1-4732-aa4d-5bb8f5aed2e9,6661347.397584914,2026-08-30 18:45:47
7edd8483-8cd4-47bc-bd33-8ca26bcce72a,2904562.525171229,2026-08-18 10:09:16
c7c432a0-c3af-4d93-8047-6d80532bd70a,1026919.6,2026-06-11 13:58:41
bdecb67a-ec6e-4294-b9da-c7798079cdc9,7702752.7126011085,2026-08-07 07:22:59
1b9dff1b-f52a-4cbf-9c17-729f21a496a8,3767764.9068509927,2026-04-10 09:11:05
80000fac-5818-48c5-a7d1-99902049a289,4600581.082780421,2026-06-03 08:48:02
0d527b89-3c8b-466c-af37-4e8cc4735700,449274.92844041425,2026-06-07 19:48:17
bcc8509b-98da-4e8c-b9f7-e0046dfe8745,627182.2,2026-04-17 02:42:05
3f6c5de5-6dcf-4b58-82ca-55ed15263fef,27711.518181998068,2026-08-23 05:48:41
2fd6129a-82e0-4d39-bab0-08df2709f5b2,3216928.4195781867,2026-06-17 20:14:51
dd3a0936-1d71-4339-8448-42af47f8b6f1,2037515.873698915,2026-05-02 14:30:38
aa94a1d4-3f52-4dae-b371-d64dfe87a17b,9165882.085105788,2026-08-09 00:30:41
c86022c4-b4da-4f04-b951-0a4532cb28ba,2888632.4957894483,2026-08-29 22:21:25
9c711439-8098-450d-baff-361ab37e3c41,3468779.521423195,2026-07-20 18:48:20
9758a25f-dad8-42da-be17-ddb3304c9c7b,1765136.0,2026-08-13 00:41:11
fd8ac696-461b-4bc3-89d2-61e066ba7e51,3826736.699464774,2026-05-27 18:15:50
0485742a-6d22-413c-a56d-f639edd9636e,7752041.397495275,2026-08-29 20:14:31
0d0b6920-dd46-4c91-9747-8b5c331bd602,3208920.92,2026-06-28 06:03:52
b33d9c7c-4e73-4dcc-8664-82ee6844a0e3,1746923.7823532752,2026-07-21 07:35:49
560fc071-38c6-430f-bb3e-d7bdfae96dd3,9184212.899375793,2026-08-07 04:44:51
6d54a501-8286-4d40-8fb4-9d987aac8a0a,8658825.478668777,2026-08-21 20:46:57
44ed4fd5-1c2c-4fb1-8de5-f2f70d394b57,8306375.853802823,2026-08-24 14:00:18
b62a7941-59dc-4e0f-b168-5db847d28391,7841899.093921106,2026-07-10 23:02:33
0c2ca7fa-e525-4eaf-91e1-17993f39562d,8615369.379263224,2026-08-08 11:47:52
a911fd6d-0d58-4ee2-8023-1f700a77b5cc,4461826.87,2026-07-23 04:32:37
47b885fa-78d8-4dd6-890a-886c36442939,2524547.8579772105,2026-04-02 16:00:49
40944f95-2f51-4ca6-ae4f-f4a419cb84c8,3394842.237730709,2026-06-29 00:31:50
1c8d23b4-4dea-4200-9593-83cf5d13a906,9388473.805182628,2026-06-13 19:20:34
8d40aeb2-aed6-40cc-837f-5347ab402561,6903563.929217058,2026-07-30 15:06:27
cf5e7840-bdc5-41bb-9c4e-3b0054ca4adc,3628333.3761047767,2026-05-16 07:47:39
87638104-96c2-4045-875f-fb36be30cae9,6580152.523963696,2026-04-07 05:37:23
46a47588-a676-4ce1-bcfe-18e95f20ac06,6477101.074995171,2026-08-25 15:55:39
e31f2212-1654-483f-a251-0f01959677e9,7654480.030229518,2026-06-12 22:09:58
9a11ddf4-be1a-45c9-a12a-c11c21677dca,6291091.224955338,2026-08-08 20:04:03
e9846baa-f7e4-4c8c-9628-e4290a81870a,321241.7567053211,2026-08-21 22:29:19
b46499f4-3163-4274-b0c0-41a9d141b9e4,660198.8049499705,2026-07-19 10:06:31
f11afc00-132b-4f36-9940-4d24eced9c30,2062922.6660474846,2026-08-28 01:32:21
88973a4a-33b6-46dc-82d0-1c42fd595978,2716577.6566425688,2026-05-20 05:16:33
6b0ffa79-3113-413a-a0b9-98300b373468,6185590.6555258725,2026-06-24 15:54:17
e0880267-e43f-45c8-80a5-82f7b62b9f62,3952431.6767780855,2026-05-30 05:03:39
5db2f6ce-e519-4530-98eb-3e59f9a1de3f,9299357.672804218,2026-07-10 07:25:09
e92d6961-1e0f-429b-b7a2-ab33a13ecf15,5556482.908910212,2026-07-24 23:53:21
861550f6-6b43-4b40-bb9a-21c41155581f,7503237.877500636,2026-06-28 01:39:21
99622263-2abc-42b1-8599-97f6ca77736e,8936660.08,2026-08-12 15:49:41
cb5d2aff-0f90-47d5-90f0-d47cf4af8005,6208119.373962666,2026-07-06 11:51:34
7eba0464-65c2-47c0-9085-449dbd9f82d7,4244550.203463632,2026-08-09 07:29:44
1332406f-f8b6-4dee-8373-edf3dec91438,8534645.687747438,2026-08-05 00:52:10
6257ae9c-8260-4132-802f-b24f70100d7e,7805256.75937674,2026-08-21 16:11:13
9b72a9fe-669e-498d-a3e7-3896c784ef4b,4032065.966164937,2026-07-22 01:01:03
28f5f5c2-00eb-4725-af1e-f8dc34f902b7,9061323.08,2026-05-27 21:59:41
0244bc44-b25c-4b50-9794-b38937c23f27,3169407.64926699,2026-08-15 02:32:27
b877e049-b52f-4e0d-80fa-33637497c7d9,3524741.64,2026-08-15 02:54:19
3867f62d-da3b-4e8e-8dac-49f64242fc5c,1640148.8843316326,2026-05-10 08:41:31
1e7d8f7b-8d59-434d-84bd-604fb5502e2b,2091294.5233705589,2026-08-06 07:54:29
3cfbc642-8897-4497-8bad-4234395370c0,8070729.97,2026-04-23 23:08:33
f129ed2f-25ec-47e4-a3bd-d4d60a01d8b6,3051135.9794789306,2026-07-31 07:40:49
df96048a-453b-47f5-a20a-69d3ed601f49,8017060.2251297,2026-05-27 22:56:04
fd523fad-3fbe-4e33-bae2-d4a8a4752fa7,4957798.973956228,2026-05-01 21:54:47
a60da1aa-005b-4f73-9dbe-4a3c88db3692,3725946.197175324,2026-08-05 18:04:16
5e7e00e5-f8e3-41ea-9aeb-bc3ea1f78157,7030694.734864539,2026-07-31 08:11:06
e24cee91-b499-4393-b249-1816154f9eb4,2556594.08,2026-05-20 11:37:20
688928ad-2234-4eac-b8da-35594398018f,1295950.69,2026-04-08 22:42:14
0ea8d0ee-fc3a-456a-931b-49d84b7e42df,4711557.379183623,2026-07-27 10:29:14
5b00f1a0-d2ed-4196-82aa-1c76d0e04655,9689343.120798843,2026-08-11 06:21:47
2d3e854b-4799-404b-b719-25aebb0084fa,2325272.2,2026-07-17 20:40:52
a845f723-8992-4e2d-8400-e249f8bb1616,1185577.66,2026-08-07 12:56:00
b0285484-beea-44d3-b8fc-75131b3fd4b0,8312477.571037156,2026-08-17 23:37:11
34c6d620-8d06-43e2-9ab6-2311a261d918,9549987.401725357,2026-08-26 02:48:31
343402ef-44cf-46ba-9302-e6e2387bccda,655692.5974100125,2026-05-20 04:47:17
bad4f3e0-3b52-4525-b230-b85b27d81ea0,5443031.56,2026-05-16 11:06:12
7aa03208-e6f4-4dcf-a5f9-3ab95e5f310c,4757407.276631744,2026-06-13 06:19:35
2f5dff13-759a-4725-ae77-abe37ef74fdb,5363124.250365896,2026-04-27 17:16:54
f17fb786-7d92-4cc0-91d5-1b0630591fbc,8852332.536686867,2026-07-16 04:31:22
4f66a914-0563-4b30-8834-0d51a5c6c5ae,7201607.918061909,2026-05-18 11:07:01
64ea1dd3-d147-40bf-ad7f-fe23e29ff19c,8036871.870135119,2026-07-09 18:59:21
1271c873-24bd-41a8-91c7-bec93016cecc,5110722.14335608,2026-08-11 04:41:00
a52680b3-e8bc-4007-b47c-76903ec8f48e,1881900.2711401323,2026-08-05 15:30:04
232585b4-86da-4596-b96c-2da019a8ec19,4773179.851542557,2026-07-25 13:49:54
624d3473-60bc-4cbc-9987-e6d09a7171aa,1867399.41,2026-08-13 21:17:13
c3712e42-0378-45da-9399-956c1c2b498f,2261455.6672147107,2026-08-22 05:02:45
3f936724-21d6-4c73-8b32-8c23ef470a44,8352276.428616058,2026-08-29 09:06:29
a09c4325-f047-4beb-a483-c45844852295,8042332.237846364,2026-05-29 22:43:07
0267c983-f763-4b4d-8ada-c12203748864,3115855.05,2026-07-09 21:39:20
56a0b8b4-d179-4ee0-bc73-1d478ad8c568,4686623.27,2026-06-01 11:11:03
c279d913-7afd-4923-a3a4-957133cb59ef,6277919.065450191,2026-07-14 13:17:24
29c3d598-d0c2-4f21-b1bf-5c97e473b0b0,612254.099635855,2026-07-18 05:40:06
3e6a41f1-278e-4f60-ba99-bd7654edfb70,7233573.859961267,2026-06-07 05:18:43
a0a2e9bd-4478-49c0-b129-9cb78b248c7e,2526023.96,2026-04-28 01:33:34
0b660bcd-d32e-4757-856d-e1951f81e097,1328581.301371137,2026-06-21 21:51:11
82f47196-1a41-457f-8bf7-0dc68b6daa25,8053509.152714629,2026-08-04 04:27:22
396c8f79-e983-462e-804f-5362244f4ce3,3702468.378919309,2026-03-20 13:28:12
ebf3ef99-39d3-4f2b-896e-c0c9a7c5f960,4829559.228891618,2026-05-27 17:57:41
d2a20765-b700-4ce3-a25c-7f9cafcfea4d,2959383.855842434,2026-03-19 20:44:36
1c31d9b9-fda2-49a0-ab68-38e37de7f41a,8245778.757733637,2026-08-17 04:58:50
4824faf3-f4b2-4643-b4da-fcc81a0b6310,155386.7104295112,2026-07-11 03:21:44
1e4c3fdf-556e-4ce4-9d9e-4da21387bcda,5700458.36,2026-08-23 06:28:12
15b5bc25-eb7c-4628-acb9-48f7ec5eac70,4958442.26834291,2026-07-27 17:13:07
6dba9754-2d95-498d-a6ae-af299ac0ee26,1483601.24,2026-08-31 22:57:19
adef5777-2e6d-47e8-9980-236855b85720,6544875.525849253,2026-06-25 10:20:36
afe9c3dc-aad2-4db6-a4a3-5a102674d1ff,8238540.184183913,2026-08-20 02:03:57
592fcdc6-4979-4220-914b-c7719ff0287a,3117733.006642378,2026-08-30 12:29:46
a9673fe1-7fce-4629-aa8e-55a545665e79,2261328.721151574,2026-05-04 03:04:47
e830257d-cf8b-4eb2-83f1-5176eed15809,9450327.92246106,2026-06-25 06:50:10
eedf4f78-dc99-4976-808e-c990c9f279a8,2866630.5885662576,2026-08-08 06:44:22
51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,4520057.835467963,2026-06-12 06:08:45
cbfe68f0-b8a9-4704-b25a-a10d63fe557c,5598830.703204685,2026-04-29 01:47:42
93ed82c5-1cf8-4164-913b-776ed08ce31e,6511585.561409969,2026-08-15 12:21:35
2508f357-474a-4674-ba09-8484f5a7620d,7521059.706104255,2026-08-14 18:27:52
2e8f2f7f-20a6-4edf-bea9-5b7352b3a0d1,6153487.819365109,2026-03-29 01:41:26
6c80423a-7e84-40d7-91be-adc15a449143,5345048.096849729,2026-08-30 05:16:33
9a0bd63d-69f8-41b0-b90c-9f84b184071c,4961316.965426628,2026-08-23 12:10:31
f1abf7a0-cd59-4b8c-a362-7835555df8c6,1910289.0795718336,2026-02-25 12:00:49
6b2d470a-6218-4d10-bef3-d5beebee4c80,8830087.52746592,2026-07-21 19:09:02
7e1b2034-88a5-416f-89eb-56c17f421889,7995201.869460112,2026-08-30 15:47:14
6276ee87-3ae8-48f8-9247-8bb2894539ec,7336027.3616482,2026-07-14 21:16:38
86e5edf4-6bfd-4189-b705-10f894ba0d7c,9025576.145589802,2026-08-13 03:36:28
bf8f81ea-cfb0-468d-b189-25a6c6cec51b,7486843.054069776,2026-08-10 00:03:30
5c98fd57-3c35-4ce2-9656-07c0b3fdec76,5492009.809960123,2026-04-08 02:01:16
04643f52-d9c0-49f6-be70-9416340a22d7,9118243.680875884,2026-04-12 23:22:18
2233212a-f526-4ea2-b953-3cb78ef1a114,9753086.8,2026-02-04 10:45:46
5c613985-596e-471c-a94f-03ec0f4076a2,2858882.511036247,2026-03-24 14:51:14
d5d318cf-24e6-4ffd-b5dc-037d4b71481f,3873306.39,2026-08-23 10:57:15
6bcbb347-e9b7-48ee-ae6c-69f7f8c92b4a,8720624.165611327,2026-06-26 09:13:18
0e4d364e-397e-4bfb-93ec-214935f2e254,1796602.7043676933,2026-08-04 05:05:30
b436e8fb-b21e-4fab-b649-09e81e032a65,8601656.072059574,2026-08-03 11:50:18
b2351615-06be-4b4a-bbab-3b0e60a1451d,6554529.219231027,2026-08-12 08:03:10
1b2375d0-b38f-40f2-8dd8-67e55f26b2a6,1335153.6904168816,2026-07-24 13:53:00
980b82cb-d662-48bf-ba11-4e5612e29c2a,2268226.72,2026-07-25 07:18:33
242ac30f-5d80-453b-a59a-5d6c07ba408b,7080623.552950843,2026-04-06 23:47:17
91b5fcb4-0331-4d0d-93ba-8d243ebb527c,9079334.10914657,2026-05-14 10:47:14
78428071-2eb3-4f6a-83f2-6a392653de2b,6585429.012571944,2026-06-25 01:10:01
f2e2503a-b2d5-45d1-8706-f724bf83f2d4,2522462.9232207593,2026-07-11 17:17:26
565bb785-b8f9-45fc-a959-8983785e02ee,6074021.267980895,2026-03-28 15:44:22
e19383a9-0f5c-465a-a7e8-3b871c7bf8eb,839630.5477171564,2026-05-09 12:16:42
2c6fc084-c04a-4f68-9aab-1efb0838f528,7919866.460714333,2026-07-04 04:31:20
d52a85c8-6579-4c22-82c8-37b6290c9e51,4622144.308556751,2026-08-29 07:32:38
744cc6ae-e03f-4f2c-b2bf-fc3fae0e289b,9060470.452836402,2026-08-11 12:56:42
eb4d6df5-420f-49a8-945b-4e9bb61ec0ed,4462219.591879334,2026-08-16 21:02:10
3a314e67-b598-4577-8e58-3dde807ab658,6526502.767424463,2026-07-15 11:06:43
f91e8b9b-4596-4e76-a824-162dee7385d8,3506375.1318709888,2026-07-10 01:55:31
f37985df-fa59-407b-a0a7-ca57858117a1,9265785.878267506,2026-08-26 12:12:16
9e79a6fe-6680-45e3-b63c-bc32be3e1402,1350480.1331338843,2026-08-22 21:20:16
d28faf65-2f06-4e12-a46d-2e33380a402d,3545362.4824830154,2026-08-23 22:45:30
d109ffe5-13c3-4c1b-977a-80b89ae6befe,8047806.316205772,2026-08-10 05:32:01
a452f530-a717-4804-902d-32817a37f3d6,126652.73052375698,2026-04-12 20:37:00
0dfef633-2a31-4dfd-a166-7c7cd3c6e5a0,5443483.365362851,2026-08-19 04:24:34
451972c4-31d9-4d32-ac99-ce56a58aabb5,3792759.25289207,2026-08-08 05:00:25
9a6aabb1-5cda-4385-93eb-43581ab9f662,688640.8133231455,2026-08-16 19:31:26
98dc4031-363f-4ae9-90b8-c1c51b4142aa,5308784.305002076,2026-03-20 17:01:46
084930a1-ede0-4d33-a36d-756733a44f40,6517299.950299521,2026-05-07 10:49:52
91f390f4-fa06-4889-95c5-239244e831e1,1857300.3074258927,2026-08-15 06:07:21
ca4c3b4d-fc8a-4e6a-9051-385e0b7ce5c6,2403725.81631207,2026-06-12 14:51:41
17dcabf5-5088-4581-8c4c-eedf0bb1b984,1237533.3624807512,2026-04-28 03:46:55
31e3e608-800e-4952-a5ec-4424f56febb1,5351530.708077822,2026-07-02 22:31:20
5b182716-b9c6-426b-a401-118dc078bc3e,4534840.12051432,2026-08-25 14:41:16
54d144d5-18ed-4297-acb8-3fceb3e1511b,926429.336945107,2026-08-15 11:24:28
06103d84-2672-420c-866a-5821ceb7f2d6,673910.0579896589,2026-06-28 14:23:34
961b9221-7a19-4807-a1d2-1319cbcb3293,8201608.648785291,2026-05-15 11:47:03
aeb00fb9-26cb-4e99-a945-e93a4a454398,1399052.2508583115,2026-08-10 01:26:19
17e1e8f6-a03e-4003-a29c-b897142925a0,8601770.08301499,2026-08-09 00:39:26
ae742530-ceb6-4fdc-b734-a78de2682c9f,5563007.01504833,2026-08-31 06:43:45
293a60be-b7f3-40ad-84d1-c310240f92a4,9107820.64451329,2026-07-06 22:11:47
9bd65068-ba8d-4f8c-be05-fcef842c49fa,2489682.8511030846,2026-05-27 01:36:51
5766fe0c-c4c5-47d8-ae23-5eb085f62467,6383852.147461952,2026-04-18 05:40:29
4a74982e-56ca-4fb3-a196-2a11c90cd1d3,5446992.903252775,2026-06-12 02:09:41
6e4f8ea3-f0ad-46f7-9b1f-b4d49f9bc7bd,8710287.779595915,2026-03-14 03:04:02
aed0cbcf-c630-4536-b677-9a11e403999b,2958084.2904379233,2026-07-19 06:56:09
9c425665-ff3c-43a6-b575-44ee3d365abf,2538457.3360915612,2026-08-27 01:17:38
91206a37-2703-475d-b540-838e13331679,8703851.940075178,2026-02-16 08:05:02
ce028d60-18ef-4a28-bf5d-a7f8fe914b95,2555856.4003283014,2026-08-08 04:50:36
4f3e2a2c-ded6-4d2a-842d-5f032482e8d1,7138774.767528519,2026-05-21 07:44:42
c80cd031-cc21-4b4e-b80c-eb1ade16afca,4708964.230989172,2026-08-24 06:55:48
11730df2-2956-42c6-8bac-fa4aef1e4acf,6263333.6919715125,2026-08-10 05:16:19
16d7ba54-5a76-4b48-9d03-14d893964405,2279264.077387721,2026-05-19 15:48:37
75f321cb-c59d-44aa-b5ed-7ce82ddf2675,8467937.774777085,2026-08-20 08:44:25
418af089-fa7d-4961-b927-a136fc73e358,605385.34,2026-08-11 23:03:15
f098aa1f-23f4-49be-ac95-ccf1a6798ab0,434621.49806414003,2026-07-23 14:47:51
0a22be56-7cfe-4ab0-9198-83f9f8c01007,6201404.192712519,2026-04-10 22:23:19
68b666d6-66a3-43db-8960-42b0dbe7a333,2390709.061372154,2026-03-26 00:10:49
70da1528-2105-4c60-ae3a-cdf2eac9b1cc,7754096.350008497,2026-07-24 11:39:57
f3b937f2-9fe7-4068-9847-260b8331d711,2463589.8507635407,2026-08-06 05:07:42
69c718ee-aea4-47d6-955f-a2f45fa9b21a,3893521.5698775905,2026-06-20 07:46:48
0e9b65bb-a4d4-4431-ba38-f5a09ee08a70,9490206.16,2026-05-22 00:16:00
02088c91-8f90-4d9d-923c-7585b32281f3,9334447.031100694,2026-07-06 02:12:15
6035d9af-4a68-4bad-9af4-cf72da622059,8724758.727683155,2026-08-24 08:14:34
12aebb0e-da94-4cdf-a637-3dc791f448bb,7736396.174704318,2026-02-01 22:54:42
ab4d738c-7657-437c-9fc8-e06063629509,1099501.9069294054,2026-05-20 20:24:41
a479dce2-77ee-400f-b743-c1045953ff90,5411819.158518284,2026-07-01 08:03:40
1bef39f1-7700-4b2e-917b-6fc6e66eb0e2,7705715.644641698,2026-07-10 04:53:28
eadeae69-1bbc-4748-bb55-cfa32e266519,7569078.480219612,2026-01-24 07:10:52
66ca0baf-3310-480a-aee0-95d5c4a9d8ac,5122605.181967543,2026-08-05 09:23:07
ff169376-57a9-41b3-9139-94a1108134dc,3114286.876301844,2026-07-11 23:32:40
bdc4d680-b3c9-4502-b66f-42687c7dd490,1015339.67,2026-06-11 21:43:20
09ccdf05-745f-4433-8743-968f1d447f41,5531191.458674474,2026-08-26 20:27:17
2540647b-784f-4b14-b2d3-1a6527dea64c,1361897.6917096165,2026-08-27 02:42:21
0804ccea-9175-4c63-91f7-c01736a5faba,5318140.64,2026-05-20 11:04:18
efbbd216-0ff9-4696-a15a-58bdc632554b,6958350.785965746,2026-07-02 06:56:04
79315fc6-fa82-465d-ae1b-abe2ca208c07,5772594.876773723,2026-08-29 10:20:58
05df9333-de36-492f-b624-65c10dd8063b,1230999.1539610184,2026-08-26 06:41:48
2d15420b-a2bc-4715-8087-be6a4514c416,2324199.121409817,2026-08-27 18:39:40
67b2916c-461e-48aa-91ba-f6162448ef43,6004134.669537998,2026-07-02 11:15:22
73905263-b653-4dba-9faf-c6cf4c5fccfb,6160549.607016152,2026-07-15 03:07:49
e4a07521-ab6d-40aa-b6cf-94298657d8ff,5135580.105260851,2026-08-01 14:37:08
17aa3aee-0dc2-4df3-949e-dd912f1fc132,6388779.39002083,2026-08-16 02:44:32
4c01f701-c0d0-4553-b69f-239b578e911f,4679713.5793837365,2026-08-04 04:19:39
6b4a3541-f123-467e-996a-2b3632d7cc22,5439618.76,2026-04-02 20:00:47
c8aae0c8-b057-41fd-8916-f0b779ba547e,1075684.7205024348,2026-08-18 01:05:28
5acd1e90-6fd1-434e-b25a-4809f730e52e,2884821.463428853,2026-05-29 21:06:14
8f97b21d-028a-4f1c-92b1-2838639e8bbc,8187695.807023191,2026-02-03 06:02:57
aaff96ff-b904-4b52-93eb-459932d4d3a5,2131347.240201056,2026-08-29 20:48:05
aa000756-52e0-434e-a505-a2b69dd3c15a,7906627.419507446,2026-08-25 03:18:57
756aae2d-e581-48d1-a687-944303a1beac,5201322.495393409,2026-03-18 15:37:51
1d15571c-5100-4ab9-9d42-da677fdbabc1,9024103.67174673,2026-08-29 05:52:21
00f0f7fe-b8e7-4cf5-854c-0d1f43470982,916600.5507976696,2026-05-06 21:28:21
faa1d736-bee6-406e-b7f7-a96a09572517,2773313.9251461276,2026-08-21 08:23:19
c63e0e47-8bcc-4e8d-b24a-4a6d6b90a95b,5505120.319496612,2026-08-29 17:43:21
591c228f-3754-45ec-a0a7-8c2099d76c9c,9416110.183106763,2026-04-20 23:56:46
adfc1dc4-f8c4-4f7a-b0ef-cbd3f3cef8b7,8256720.6101747155,2026-08-26 12:01:01
d053d7f4-5ec9-4fdc-83ad-d1a4f481b9cb,6687263.496420736,2026-07-01 05:22:22
4e954929-e58b-4d2d-8d4c-3b8004251c71,7671017.2840143135,2026-08-29 00:47:39
b30672dc-1fef-4fb0-9e25-65fed1ad5c22,4302008.58,2026-07-01 16:45:28
69ff6cc0-74bc-405c-bfc1-9ef6a61f135f,7627162.343104448,2026-06-15 17:56:02
8adf1e46-d403-4d02-9a2a-83bd5a0ae917,6298400.676964808,2026-08-30 06:32:13
55f8bbb8-c3dc-4b92-b95c-a96d85ee751c,9544292.744320778,2026-05-12 21:46:05
6daa8c7e-7575-4602-ad02-223fed2532e5,5047956.357043466,2026-08-04 19:36:03
29a3e5f6-984a-4463-8d81-42152d490058,3533612.4752561995,2026-08-26 22:05:10
d857ec60-48f7-4726-a1ae-22556f959489,7748662.508093409,2026-08-13 02:41:27
9ed0fe5f-b3bc-4791-8882-f6eba254da12,6074185.79135251,2026-07-27 01:02:43
d655005d-ce52-4176-966e-46aefed01fca,9174766.907010647,2026-08-27 10:55:21
9dc33d41-0434-46c3-a64d-cc1d16f28319,1938152.88,2026-07-04 09:01:12
c0712a38-bffc-4f09-bf14-64b31a8a76f3,5961636.7772910325,2026-05-26 14:11:24
a22eb45b-1986-433d-8b73-aba7ed5edfa2,2251019.7091453634,2026-07-01 07:21:32
085acd62-ce4d-49f3-94cb-b94e80dc4cf9,2282548.6232417882,2026-07-11 20:36:30
390e9f57-363d-4fb5-abaf-1e8fda095b0c,4911637.916611477,2026-08-25 23:45:02
32103c49-1d4f-41c8-a18e-72a78d34dd83,4964467.159247777,2026-08-11 11:43:56
f7b5b05b-59c1-416c-9fdb-563af35757c5,9670015.700190976,2026-06-14 11:44:03
a51581ba-d206-499a-a872-443469b6175e,7833599.896825022,2026-08-01 18:40:58
c83e0032-5fe8-47f4-b08a-ba2101f268f5,837498.5831082091,2026-08-18 10:58:12
e12def58-4482-4852-889a-4ca481ef8162,6213197.511055358,2026-07-15 13:26:47
e71594ff-d6a6-4618-8eb1-8c8843b63613,3113731.2021626164,2026-06-25 04:22:35
